fen,score_cp
"rnb1k1nr/1pp2pp1/4pq1p/p1Pp2N1/2P5/5P2/PP2P1PP/RNBQKB1R w KQkq - 0 7",456
"rnb1k1nr/1pp2pp1/4pq1p/p1PP2N1/8/5P2/PP2P1PP/RNBQKB1R b KQkq - 0 7",-273
"r1b1k1nr/1pp2pp1/2n1pq1p/p1PP2N1/8/5P2/PP2P1PP/RNBQKB1R w KQkq - 1 8",969
"r1b1k1nr/1pp2pp1/2P1pq1p/p1P3N1/8/5P2/PP2P1PP/RNBQKB1R b KQkq - 0 8",-869
"r1b1k1nr/1pp2pp1/2P1pq2/p1P3p1/8/5P2/PP2P1PP/RNBQKB1R w KQkq - 0 9",622
"rnbqk1nr/ppp3p1/3p2N1/2b2p1p/3PP3/2N5/PPP2PPP/R1BQKB1R b KQkq - 1 6",-794
"r1bqk1nr/ppp3p1/2np2N1/2b2p1p/3PP3/2N5/PPP2PPP/R1BQKB1R w KQkq - 2 7",987
"r1bqk1nr/ppp3p1/2np2N1/2P2p1p/4P3/2N5/PPP2PPP/R1BQKB1R b KQkq - 0 7",-830
"r1bqk1n1/ppp3pr/2np2N1/2P2p1p/4P3/2N5/PPP2PPP/R1BQKB1R w KQq - 1 8",953
"rnbqkbnr/1p2pppp/p2p4/1Np5/2B1P3/P6N/1PPP1PPP/R1BQK2R b KQkq - 1 6",-68
"rnbqkb1r/1p2pppp/p2p1n2/1Np5/2B1P3/P6N/1PPP1PPP/R1BQK2R w KQkq - 2 7",327
"rnbqkb1r/1p2pppp/p2p1n2/1Np3N1/2B1P3/P7/1PPP1PPP/R1BQK2R b KQkq - 3 7",-251
"rnbqkb1r/1p2pppp/3p1n2/1pp3N1/2B1P3/P7/1PPP1PPP/R1BQK2R w KQkq - 0 8",436
"rn1qkb1r/ppp2pp1/5n1p/3PpP2/3P4/2N5/PP3PPP/R1BQKBNR b KQkq - 0 6",-458
"rn1qkb1r/ppp2pp1/7p/3PpP2/3Pn3/2N5/PP3PPP/R1BQKBNR w KQkq - 1 7",553
"r1bqkb1r/ppppppp1/5n1p/n7/3P4/5N2/PPP1PPPP/RNBQKB1R w KQkq - 0 5",125
"r1bqkb1r/ppppppp1/5n1p/n3N3/3P4/8/PPP1PPPP/RNBQKB1R b KQkq - 1 5",-38
"r1bqkb1r/ppppppp1/7p/n3N3/3Pn3/8/PPP1PPPP/RNBQKB1R w KQkq - 2 6",167
"r1bqkb1r/ppppppp1/7p/n3N3/3Pn3/3Q4/PPP1PPPP/RNB1KB1R b KQkq - 3 6",-437
"rnbqkb1r/pppp1p1p/4p1p1/8/3Pn3/P1NQ4/1PP2PPP/R1B1KBNR b KQkq - 1 5",211
"rnbqkb1r/ppp2p1p/4p1p1/3p4/3Pn3/P2Q4/NPP2PPP/R1B1KBNR b KQkq - 1 6",-41
"rnbq1b1r/ppp1pkp1/3p1n1p/8/3P4/5P2/PPP1P1PP/RNBQKB1R b KQ - 0 5",60
"r1bq1b1r/ppp1pkp1/2np1n1p/8/3P4/5P2/PPP1P1PP/RNBQKB1R w KQ - 1 6",27
"r1bq1b1r/ppp1pkp1/2np1n1p/8/3P4/3Q1P2/PPP1P1PP/RNB1KB1R b KQ - 2 6",-28
"r1bq1b1r/ppp2kp1/2np1n1p/4p3/3P4/3Q1P2/PPP1P1PP/RNB1KB1R w KQ - 0 7",-80
"r1bq1b1r/ppp2kp1/2np1n1p/4p3/3P4/2PQ1P2/PP2P1PP/RNB1KB1R b KQ - 0 7",255
"r1bq1b1r/ppp2kp1/2np1n1p/8/3Pp3/2PQ1P2/PP2P1PP/RNB1KB1R w KQ - 0 8",-179
"r1bq1b1r/ppp2kp1/2np1n1p/8/3PP3/2PQ4/PP2P1PP/RNB1KB1R b KQ - 0 8",297
"r2q1b1r/ppp2kp1/2np1n1p/8/3PP1b1/2PQ4/PP2P1PP/RNB1KB1R w KQ - 1 9",8
"r2q1b1r/ppp2kp1/2np1n1p/8/3PP1b1/2PQ3P/PP2P1P1/RNB1KB1R b KQ - 0 9",260
"r2q1b1r/ppp2kp1/2np1n1p/7b/3PP3/2PQ3P/PP2P1P1/RNB1KB1R w KQ - 1 10",-240
"r2q1b1r/ppp2kp1/2np1n1p/7b/3PP1P1/2PQ3P/PP2P3/RNB1KB1R b KQ - 0 10",218
"r2q1b1r/ppp2kp1/2np1nbp/8/3PP1P1/2PQ3P/PP2P3/RNB1KB1R w KQ - 1 11",-238
"r2q1b1r/ppp2kp1/2np1nbp/8/3PP1P1/2PQ3P/PP2P1B1/RNB1K2R b KQ - 2 11",342
"r2q1b1r/ppp2kp1/2n2nbp/3p4/3PP1P1/2PQ3P/PP2P1B1/RNB1K2R w KQ - 0 12",-284
"r2q1b1r/ppp2kp1/2n2nbp/3p4/3PP1P1/2P1Q2P/PP2P1B1/RNB1K2R b KQ - 1 12",293
"r2q1b1r/ppp2kp1/2n2nbp/8/3Pp1P1/2P1Q2P/PP2P1B1/RNB1K2R w KQ - 0 13",-203
"r2q1b1r/ppp2kp1/2n2nbp/8/3Pp1P1/2P1Q2P/PP1NP1B1/R1B1K2R b KQ - 1 13",167
"r2q1bkr/ppp3p1/2n2nbp/8/3Pp1P1/2P1Q2P/PP1NP1B1/R1B1K2R w KQ - 2 14",-174
"r2q1bkr/ppp3p1/2n2nbp/8/3PN1P1/2P1Q2P/PP2P1B1/R1B1K2R b KQ - 0 14",185
"r4bkr/ppp1q1p1/2n2nbp/8/3PN1P1/2P1Q2P/PP2P1B1/R1B1K2R w KQ - 1 15",-129
"r4bkr/ppp1q1p1/2n2Nbp/8/3P2P1/2P1Q2P/PP2P1B1/R1B1K2R b KQ - 0 15",203
"r4bkr/ppp3p1/2n2qbp/8/3P2P1/2P1Q2P/PP2P1B1/R1B1K2R w KQ - 0 16",-85
"r4bkr/ppp3p1/2n2qbp/8/3P2P1/2P1Q2P/PP2P1B1/R1B1KR2 b Q - 1 16",90
"r4bkr/ppp3p1/2n3bp/8/3P2Pq/2P1Q2P/PP2P1B1/R1B1KR2 w Q - 2 17",-72
"r4bkr/ppp3p1/2n3bp/8/3P2Pq/2P4P/PP2PQB1/R1B1KR2 b Q - 3 17",67
"r4bkr/ppp1q1p1/2n3bp/8/3P2P1/2P4P/PP2PQB1/R1B1KR2 w Q - 4 18",-76
"r4bkr/ppp1q1p1/2n3bp/3B4/3P2P1/2P4P/PP2PQ2/R1B1KR2 b Q - 5 18",90
"r4b1r/ppp1q1pk/2n3bp/3B4/3P2P1/2P4P/PP2PQ2/R1B1KR2 w Q - 6 19",-93
"r4b1r/ppp1q1pk/2n3bp/3B4/3P2P1/2P1P2P/PP3Q2/R1B1KR2 b Q - 0 19",101
"3r1b1r/ppp1q1pk/2n3bp/3B4/3P2P1/2P1P2P/PP3Q2/R1B1KR2 w Q - 1 20",-121
"3r1b1r/ppp1q1pk/2B3bp/8/3P2P1/2P1P2P/PP3Q2/R1B1KR2 b Q - 0 20",130
"3r1b1r/p1p1q1pk/2p3bp/8/3P2P1/2P1P2P/PP3Q2/R1B1KR2 w Q - 0 21",-144
"3r1b1r/p1p1q1pk/2p3bp/8/1P1P2P1/2P1P2P/P4Q2/R1B1KR2 b Q - 0 21",179
"3r1b1r/p1p3pk/2p1q1bp/8/1P1P2P1/2P1P2P/P4Q2/R1B1KR2 w Q - 1 22",-165
"3r1b1r/p1p3pk/2p1q1bp/8/1P1P2P1/2P1P2P/P3Q3/R1B1KR2 b Q - 2 22",337
"3r3r/p1p3pk/2pbq1bp/8/1P1P2P1/2P1P2P/P3Q3/R1B1KR2 w Q - 3 23",-442
"3r3r/p1p3pk/2pbq1bp/8/1P1PP1P1/2P4P/P3Q3/R1B1KR2 b Q - 0 23",408
"3r3r/p1p3pk/2pbq2p/8/1P1Pb1P1/2P4P/P3Q3/R1B1KR2 w Q - 0 24",-393
"3r3r/p1p3pk/2pbq2p/8/1P1Pb1P1/2P4P/P3Q3/R1BK1R2 b - - 1 24",506
"3r1r2/p1p3pk/2pbq2p/8/1P1Pb1P1/2P4P/P3Q3/R1BK1R2 w - - 2 25",-497
"3r1r2/p1p3pk/2pbq2p/8/1P1Pb1P1/2P4P/P3Q3/R1BKR3 b - - 3 25",530
"3r1r2/p1p3pk/2pbq2p/8/1P1P2P1/2P2b1P/P3Q3/R1BKR3 w - - 4 26",-510
"3r1r2/p1p3pk/2pbq2p/8/1P1P2P1/2P2Q1P/P7/R1BKR3 b - - 0 26",488
"3r1r2/p1p3pk/2pb3p/8/1P1P2P1/2P2Q1P/P7/R1BKq3 w - - 0 27",-496
"3r1r2/p1p3pk/2pb3p/8/1P1P2P1/2P2Q1P/P7/R1B1K3 b - - 0 27",500
"3r4/p1p3pk/2pb3p/8/1P1P2P1/2P2r1P/P7/R1B1K3 w - - 0 28",-621
"3r4/p1p3pk/2pb3p/8/1PPP2P1/5r1P/P7/R1B1K3 b - - 0 28",623
"4r3/p1p3pk/2pb3p/8/1PPP2P1/5r1P/P7/R1B1K3 w - - 1 29",-634
"4r3/p1p3pk/2pb3p/8/1PPP2P1/5r1P/P7/R1BK4 b - - 2 29",670
"r1bqkb1r/pppp1ppp/4pn2/4n3/1P6/2PP4/P4PPP/RNBQKBNR b KQkq - 0 5",-291
"rnbqkb1r/ppp1pp1p/3p3p/6N1/P2P2n1/8/1PP1PPPP/RN1QKB1R b KQkq - 1 5",-547
"rnbqkb1r/ppp1pp1p/3p4/6p1/P2P2n1/7P/1PP1PPP1/RN1QKB1R b KQkq - 0 6",-978
"r1bqkb1r/pppp1ppp/2n1p3/1B2P1B1/3Pn3/8/PPP2PPP/RN1QK1NR b KQkq - 3 5",-224
"r1b3nr/pppkqppp/2n5/2bpp3/4P3/1QPB1N2/PP1P1PPP/RNB1K2R w KQ - 2 7",232
"r1b3nr/pppkqppp/2n5/2bQp3/4P3/2PB1N2/PP1P1PPP/RNB1K2R b KQ - 0 7",-169
"r1b3nr/pppk1ppp/2nq4/2bQp3/4P3/2PB1N2/PP1P1PPP/RNB1K2R w KQ - 1 8",436
"r1b3nr/pppk1ppp/2nq4/1BbQp3/4P3/2P2N2/PP1P1PPP/RNB1K2R b KQ - 2 8",-296
"r1bk2nr/ppp2ppp/2nq4/1BbQp3/4P3/2P2N2/PP1P1PPP/RNB1K2R w KQ - 3 9",351
"r1bk2nr/ppp2ppp/2Bq4/2bQp3/4P3/2P2N2/PP1P1PPP/RNB1K2R b KQ - 0 9",-345
"r1bk2nr/p1p2ppp/2pq4/2bQp3/4P3/2P2N2/PP1P1PPP/RNB1K2R w KQ - 0 10",305
"r1bk2nr/p1p2ppp/2pQ4/2b1p3/4P3/2P2N2/PP1P1PPP/RNB1K2R b KQ - 0 10",-225
"r1bk2nr/p1p2ppp/2pb4/4p3/4P3/2P2N2/PP1P1PPP/RNB1K2R w KQ - 0 11",378
"r1bk2nr/p1p2ppp/2pb4/4p1N1/4P3/2P5/PP1P1PPP/RNB1K2R b KQ - 1 11",-202
"r1b3nr/p1p1kppp/2pb4/4p1N1/4P3/2P5/PP1P1PPP/RNB1K2R w KQ - 2 12",237
"r1b3nr/p1p1kppp/2pb4/4p1N1/3PP3/2P5/PP3PPP/RNB1K2R b KQ - 0 12",-110
"r5nr/p1p1kppp/b1pb4/4p1N1/3PP3/2P5/PP3PPP/RNB1K2R w KQ - 1 13",148
"r5nr/p1p1kppp/b1pb4/4P1N1/4P3/2P5/PP3PPP/RNB1K2R b KQ - 0 13",-167
"r5nr/p1p1kppp/b1p5/4b1N1/4P3/2P5/PP3PPP/RNB1K2R w KQ - 0 14",118
"r5nr/p1p1kppp/b1p5/4b1N1/4PP2/2P5/PP4PP/RNB1K2R b KQ - 0 14",-166
"r5nr/p1p1kppp/b1p2b2/6N1/4PP2/2P5/PP4PP/RNB1K2R w KQ - 1 15",153
"r5nr/p1p1kppp/b1p2b2/6N1/4PP2/2P1B3/PP4PP/RN2K2R b KQ - 2 15",-154
"r4knr/p1p2ppp/b1p2b2/6N1/4PP2/2P1B3/PP4PP/RN2K2R w KQ - 3 16",134
"r4knr/p1p2ppp/b1p2b2/2B3N1/4PP2/2P5/PP4PP/RN2K2R b KQ - 4 16",-113
"r4k1r/p1p1nppp/b1p2b2/2B3N1/4PP2/2P5/PP4PP/RN2K2R w KQ - 5 17",388
"r4k1r/p1p1nppp/b1p2b2/2B5/4PP2/2P2N2/PP4PP/RN2K2R b KQ - 6 17",-248
"r4k1r/p1p1np1p/b1p2bp1/2B5/4PP2/2P2N2/PP4PP/RN2K2R w KQ - 0 18",240
"r4k1r/p1p1np1p/b1p2bp1/2B5/4PP2/2P2N2/PP1N2PP/R3K2R b KQ - 1 18",-223
"r6r/p1p1npkp/b1p2bp1/2B5/4PP2/2P2N2/PP1N2PP/R3K2R w KQ - 2 19",195
"r6r/p1p1npkp/b1p2bp1/2B5/3NPP2/2P5/PP1N2PP/R3K2R b KQ - 3 19",-207
"r6r/p1p1npk1/b1p2bp1/2B4p/3NPP2/2P5/PP1N2PP/R3K2R w KQ - 0 20",483
"r6r/p1p1npk1/b1p2bp1/2B1P2p/3N1P2/2P5/PP1N2PP/R3K2R b KQ - 0 20",-177
"r6r/p1p2pk1/b1p2bp1/2BnP2p/3N1P2/2P5/PP1N2PP/R3K2R w KQ - 1 21",237
"r6r/p1p2pk1/b1p2bp1/2BnP2p/2PN1P2/8/PP1N2PP/R3K2R b KQ - 0 21",-266
"r6r/p1p2pk1/b1p3p1/2BnP2p/2PN1P1b/8/PP1N2PP/R3K2R w KQ - 1 22",80
"r6r/p1p2pk1/b1p3p1/2BnP2p/2PN1P1b/6P1/PP1N3P/R3K2R b KQ - 0 22",-156
"r6r/p1p2pk1/b1p3p1/2B1P2p/2PN1n1b/6P1/PP1N3P/R3K2R w KQ - 0 23",280
"r6r/p1p2pk1/b1p3p1/2B1P2p/2PN1n1P/8/PP1N3P/R3K2R b KQ - 0 23",-76
"r6r/p1p2pk1/b1p3p1/2B1P2p/2PN3P/3n4/PP1N3P/R3K2R w KQ - 1 24",60
"r6r/p1p2pk1/b1p3p1/2B1P2p/2PN3P/3n4/PP1NK2P/R6R b - - 2 24",-113
"r6r/p1p2pk1/b1p3p1/2n1P2p/2PN3P/8/PP1NK2P/R6R w - - 0 25",-11
"r6r/p1p2pk1/b1p3p1/2n1P2p/1PPN3P/8/P2NK2P/R6R b - - 0 25",-11
"r6r/p1pn1pk1/b1p3p1/4P2p/1PPN3P/8/P2NK2P/R6R w - - 1 26",19
"r6r/p1pn1pk1/b1p1P1p1/7p/1PPN3P/8/P2NK2P/R6R b - - 0 26",-4
"r6r/p1pn1pk1/b3P1p1/2p4p/1PPN3P/8/P2NK2P/R6R w - - 0 27",-1
"r6r/p1pn1pk1/b3P1p1/2p2N1p/1PP4P/8/P2NK2P/R6R b - - 1 27",115
"r6r/p1pn1pk1/b3P3/2p2p1p/1PP4P/8/P2NK2P/R6R w - - 0 28",-125
"r6r/p1pP1pk1/b7/2p2p1p/1PP4P/8/P2NK2P/R6R b - - 0 28",101
"r6r/p1pP1pk1/b7/5p1p/1pP4P/8/P2NK2P/R6R w - - 0 29",-101
"r6r/p1pP1pk1/b7/5p1p/1pP4P/P7/3NK2P/R6R b - - 0 29",127
"r6r/p1pP1pk1/b7/5p1p/2P4P/Pp6/3NK2P/R6R w - - 0 30",-139
"r6r/p1pP1pk1/b7/5p1p/2P4P/Pp6/3N1K1P/R6R b - - 1 30",147
"1r5r/p1pP1pk1/b7/5p1p/2P4P/Pp6/3N1K1P/R6R w - - 2 31",-176
"1r5r/p1pP1pk1/b7/5p1p/2P4P/Pp6/3N1K1P/1R5R b - - 3 31",377
"1r5r/p1pP1pk1/b7/5p1p/2P4P/P7/1p1N1K1P/1R5R w - - 0 32",-204
"1r5r/p1pP1pk1/b7/5p1p/2P4P/P7/1p1N1K1P/1R2R3 b - - 1 32",208
"1r5r/p1pP1pk1/b7/7p/2P2p1P/P7/1p1N1K1P/1R2R3 w - - 0 33",-246
"1r5r/p1pP1pk1/b7/7p/2P2p1P/P7/1p1N2KP/1R2R3 b - - 1 33",231
"1r5r/p1pP1p2/b4k2/7p/2P2p1P/P7/1p1N2KP/1R2R3 w - - 2 34",-211
"1r5r/p1pP1p2/b4k2/7p/2P2p1P/P7/1p1N1K1P/1R2R3 b - - 3 34",242
"1r5r/p1pP1p2/b7/5k1p/2P2p1P/P7/1p1N1K1P/1R2R3 w - - 4 35",-195
"1r5r/p1pP1p2/b7/5k1p/2P2p1P/P4N2/1p3K1P/1R2R3 b - - 5 35",331
"1r5r/p1pP1p2/8/5k1p/2b2p1P/P4N2/1p3K1P/1R2R3 w - - 0 36",-318
"1r5r/p1pP1p2/8/5k1p/2b2p1P/P4N2/1p3K1P/1R1R4 b - - 1 36",374
"1r5r/p2P1p2/8/2p2k1p/2b2p1P/P4N2/1p3K1P/1R1R4 w - - 0 37",-383
"1r5r/p2P1p2/8/2p2k1p/2b2p1P/P4N2/1p1R1K1P/1R6 b - - 1 37",253
"1r5r/p2P1p2/4b3/2p2k1p/5p1P/P4N2/1p1R1K1P/1R6 w - - 2 38",-267
"1r5r/p2P1p2/4b3/2p2k1p/5p1P/P4N2/1pR2K1P/1R6 b - - 3 38",357
"1r5r/p2b1p2/8/2p2k1p/5p1P/P4N2/1pR2K1P/1R6 w - - 0 39",-285
"1r5r/p2b1p2/8/2p2k1p/5p1P/P4N2/1RR2K1P/8 b - - 0 39",332
"7r/p2b1p2/8/2p2k1p/5p1P/P4N2/1rR2K1P/8 w - - 0 40",-408
"7r/p2b1p2/8/2p2k1p/5p1P/P4N2/1R3K1P/8 b - - 0 40",334
"7r/3b1p2/p7/2p2k1p/5p1P/P4N2/1R3K1P/8 w - - 0 41",-313
"7r/1R1b1p2/p7/2p2k1p/5p1P/P4N2/5K1P/8 b - - 1 41",326
"7r/1R3p2/p3b3/2p2k1p/5p1P/P4N2/5K1P/8 w - - 2 42",-350
"7r/1R3p2/p3b3/2p2kNp/5p1P/P7/5K1P/8 b - - 3 42",354
"3r4/1R3p2/p3b3/2p2kNp/5p1P/P7/5K1P/8 w - - 4 43",-374
"3r4/1R3N2/p3b3/2p2k1p/5p1P/P7/5K1P/8 b - - 0 43",393
"8/1R3N2/p3b3/2p2k1p/5p1P/P7/3r1K1P/8 w - - 1 44",-410
"8/1R3N2/p3b3/2p2k1p/5p1P/P7/3r3P/4K3 b - - 2 44",447
"8/1R3N2/p3b3/2p2k1p/5p1P/P7/7r/4K3 w - - 0 45",-447
"8/2R2N2/p3b3/2p2k1p/5p1P/P7/7r/4K3 b - - 1 45",468
"8/2R2b2/p7/2p2k1p/5p1P/P7/7r/4K3 w - - 0 46",-468
"8/5R2/p7/2p2k1p/5p1P/P7/7r/4K3 b - - 0 46",454
"8/5R2/p7/2p4p/4kp1P/P7/7r/4K3 w - - 1 47",-469
"8/4R3/p7/2p4p/4kp1P/P7/7r/4K3 b - - 2 47",456
"8/4R3/p7/2p4p/5p1P/P2k4/7r/4K3 w - - 3 48",-418
"8/8/p7/2p1R2p/5p1P/P2k4/7r/4K3 b - - 4 48",409
"8/8/p7/2p1R2p/5p1r/P2k4/8/4K3 w - - 0 49",-443
"8/8/p7/2R4p/5p1r/P2k4/8/4K3 b - - 0 49",416
"8/8/p7/2R4p/5p2/P2k4/7r/4K3 w - - 1 50",-412
"8/8/p7/5R1p/5p2/P2k4/7r/4K3 b - - 2 50",415
"8/8/p7/5R1p/4kp2/P7/7r/4K3 w - - 3 51",-407
"8/8/p4R2/7p/4kp2/P7/7r/4K3 b - - 4 51",419
"8/8/p4R2/8/4kp1p/P7/7r/4K3 w - - 0 52",-434
"8/8/R7/8/4kp1p/P7/7r/4K3 b - - 0 52",443
"8/8/R7/8/4kp2/P6p/7r/4K3 w - - 0 53",-447
"8/8/7R/8/4kp2/P6p/7r/4K3 b - - 1 53",460
"8/8/7R/8/4k3/P4p1p/7r/4K3 w - - 0 54",-442
"8/8/7R/8/4k3/P4p1p/7r/5K2 b - - 1 54",436
"8/8/7R/8/8/P3kp1p/7r/5K2 w - - 2 55",-445
"8/8/4R3/8/8/P3kp1p/7r/5K2 b - - 3 55",423
"8/8/4R3/8/5k2/P4p1p/7r/5K2 w - - 4 56",-442
"8/8/7R/8/5k2/P4p1p/7r/5K2 b - - 5 56",464
"8/8/7R/8/6k1/P4p1p/7r/5K2 w - - 6 57",-479
"8/8/6R1/8/6k1/P4p1p/7r/5K2 b - - 7 57",437
"8/8/6R1/5k2/8/P4p1p/7r/5K2 w - - 8 58",-416
"8/8/7R/5k2/8/P4p1p/7r/5K2 b - - 9 58",432
"8/8/7R/6k1/8/P4p1p/7r/5K2 w - - 10 59",-424
"8/7R/8/6k1/8/P4p1p/7r/5K2 b - - 11 59",423
"8/7R/8/8/6k1/P4p1p/7r/5K2 w - - 12 60",-424
"8/6R1/8/8/6k1/P4p1p/7r/5K2 b - - 13 60",424
"8/6R1/8/8/5k2/P4p1p/7r/5K2 w - - 14 61",-356
"8/5R2/8/8/5k2/P4p1p/7r/5K2 b - - 15 61",400
"8/5R2/8/8/4k3/P4p1p/7r/5K2 w - - 16 62",-348
"8/7R/8/8/4k3/P4p1p/7r/5K2 b - - 17 62",312
"8/7R/8/8/3k4/P4p1p/7r/5K2 w - - 18 63",-321
"8/3R4/8/8/3k4/P4p1p/7r/5K2 b - - 19 63",287
"8/3R4/8/4k3/8/P4p1p/7r/5K2 w - - 20 64",-321
"8/4R3/8/4k3/8/P4p1p/7r/5K2 b - - 21 64",355
"8/4R3/3k4/8/8/P4p1p/7r/5K2 w - - 22 65",-338
"8/7R/3k4/8/8/P4p1p/7r/5K2 b - - 23 65",382
"8/7R/8/3k4/8/P4p1p/7r/5K2 w - - 24 66",-331
"8/7R/8/3k4/P7/5p1p/7r/5K2 b - - 0 66",297
"8/7R/8/8/P3k3/5p1p/7r/5K2 w - - 1 67",-297
"8/7R/8/P7/4k3/5p1p/7r/5K2 b - - 0 67",307
"8/7R/8/P7/5k2/5p1p/7r/5K2 w - - 1 68",-296
"8/5R2/8/P7/5k2/5p1p/7r/5K2 b - - 2 68",266
"8/5R2/8/P7/6k1/5p1p/7r/5K2 w - - 3 69",-229
"8/6R1/8/P7/6k1/5p1p/7r/5K2 b - - 4 69",249
"8/6R1/8/P6k/8/5p1p/7r/5K2 w - - 5 70",-244
"8/8/8/P6k/8/5pRp/7r/5K2 b - - 6 70",252
"8/8/8/P6k/8/5pRp/8/5K1r w - - 7 71",-252
"8/8/8/P6k/8/5pRp/5K2/7r b - - 8 71",285
"8/8/8/P6k/8/5pR1/5K1p/7r w - - 0 72",-252
"8/8/8/P6k/8/5p1R/5K1p/7r b - - 1 72",257
"8/8/8/P7/6k1/5p1R/5K1p/7r w - - 2 73",-341
"8/8/7R/P7/6k1/5p2/5K1p/7r b - - 3 73",275
"8/8/7R/P7/6k1/5p2/5K1p/r7 w - - 4 74",-291
"8/8/8/P7/6k1/5p2/5K1R/r7 b - - 0 74",315
"8/8/8/r7/6k1/5p2/5K1R/8 w - - 0 75",-331
"8/8/8/r7/6k1/5p2/5K2/7R b - - 1 75",351
"8/8/8/8/6k1/5p2/r4K2/7R w - - 2 76",-513
"8/8/8/8/6k1/4Kp2/r7/7R b - - 3 76",348
"8/8/8/8/6k1/4K3/r4p2/7R w - - 0 77",-352
"8/8/8/8/6k1/3K4/r4p2/7R b - - 1 77",518
"rnbqkb1r/pp2pppp/2pp4/8/3PP3/2N2N1P/PPP2nP1/R1BQKB1R w KQkq - 0 6",418
"rnbqkb1r/pp2pppp/2pp4/8/3PP3/2N2N1P/PPP2KP1/R1BQ1B1R b kq - 0 6",-425
"rnbqkb1r/pp2ppp1/2pp3p/8/3PP3/2N2N1P/PPP2KP1/R1BQ1B1R w kq - 0 7",365
"rnbqkb1r/pp2ppp1/2pp3p/8/3PP3/2N2N1P/PPP3P1/R1BQ1BKR b kq - 1 7",-393
"rnbqkb1r/pp3pp1/2ppp2p/8/3PP3/2N2N1P/PPP3P1/R1BQ1BKR w kq - 0 8",427
"rnbqkb1r/pp3pp1/2ppp2p/8/3PPB2/2N2N1P/PPP3P1/R2Q1BKR b kq - 1 8",-386
"rnbqkbr1/pp3pp1/2ppp2p/8/3PPB2/2N2N1P/PPP3P1/R2Q1BKR w q - 2 9",484
"rnbqkbr1/pp3pp1/2ppp2p/8/3PPB2/2N2NPP/PPP5/R2Q1BKR b q - 0 9",-363
"rnbqkbr1/pp3p2/2ppp2p/6p1/3PPB2/2N2NPP/PPP5/R2Q1BKR w q - 0 10",340
"rnbqkbr1/pp3p2/2ppp2p/6p1/3PP3/2N2NPP/PPP5/R1BQ1BKR b q - 1 10",-333
"rnbqkbr1/pp3p2/2ppp2p/8/3PP1p1/2N2NPP/PPP5/R1BQ1BKR w q - 0 11",361
"rnbqkbr1/pp3p2/2ppp2p/4P3/3P2p1/2N2NPP/PPP5/R1BQ1BKR b q - 0 11",-314
"rnbqkbr1/pp3p2/2ppp2p/4P3/3P4/2N2NPp/PPP5/R1BQ1BKR w q - 0 12",395
"rnbqkbr1/pp3p2/2ppp2p/4P3/3P4/2N2NPp/PPP5/R1B1QBKR b q - 1 12",-382
"rnbqk1r1/pp3pb1/2ppp2p/4P3/3P4/2N2NPp/PPP5/R1B1QBKR w q - 2 13",532
"rnbqk1r1/pp3pb1/2ppp2p/4P3/3PN3/5NPp/PPP5/R1B1QBKR b q - 3 13",-623
"rnbqk1r1/pp3pb1/2p1p2p/4p3/3PN3/5NPp/PPP5/R1B1QBKR w q - 0 14",603
"rnbqk1r1/pp3pb1/2p1p2p/4P3/4N3/5NPp/PPP5/R1B1QBKR b q - 0 14",-551
"rnb1k1r1/pp3pb1/2p1p2p/3qP3/4N3/5NPp/PPP5/R1B1QBKR w q - 1 15",866
"rnb1k1r1/pp3pb1/2p1p2p/3qP3/2P1N3/5NPp/PP6/R1B1QBKR b q - 0 15",-831
"rnbqk1r1/pp3pb1/2p1p2p/4P3/2P1N3/5NPp/PP6/R1B1QBKR w q - 1 16",838
"rnbqk1r1/pp3pb1/2p1p2p/4P3/2P1N3/5NPR/PP6/R1B1QBK1 b q - 0 16",-857
"rnbqk1r1/pp3p2/2p1p2p/4b3/2P1N3/5NPR/PP6/R1B1QBK1 w q - 0 17",916
"r1b1kbnr/p1qp1ppp/2n1p3/1Bp5/4P3/3P1NP1/PPP2P1P/RNBQK2R b KQkq - 0 6",-409
"r1b1kbnr/p1qp1pp1/2n1p2p/1Bp5/4P3/3P1NP1/PPP2P1P/RNBQK2R w KQkq - 0 7",586
"r1b1kbnr/p1qp1pp1/2B1p2p/2p5/4P3/3P1NP1/PPP2P1P/RNBQK2R b KQkq - 0 7",-265
"r1b1kbnr/p2p1pp1/2B1p2p/q1p5/4P3/3P1NP1/PPP2P1P/RNBQK2R w KQkq - 1 8",799
"r1b1kbnr/p2p1pp1/2B1p2p/q1p5/4P3/2NP1NP1/PPP2P1P/R1BQK2R b KQkq - 2 8",-863
"r1b1kbnr/p4pp1/2p1p2p/q1p5/4P3/2NP1NP1/PPP2P1P/R1BQK2R w KQkq - 0 9",701
"r1b1kb1r/pp1ppppp/1qn2n2/2pP2N1/8/2P5/PP2PPPP/RNBQKB1R b KQkq - 0 5",-73
"r1b1kb1r/pp2pppp/1qnp1n2/2pP2N1/8/2P5/PP2PPPP/RNBQKB1R w KQkq - 0 6",405
"r1b1kb1r/pp2pppp/1qPp1n2/2p3N1/8/2P5/PP2PPPP/RNBQKB1R b KQkq - 0 6",-272
"r1b1kb1r/pp2ppp1/1qPp1n1p/2p3N1/8/2P5/PP2PPPP/RNBQKB1R w KQkq - 0 7",303
"r1b1kb1r/pp2ppp1/1qPp1n1p/2p3N1/Q7/2P5/PP2PPPP/RNB1KB1R b KQkq - 1 7",-183
